merchant,transactions,fraud_count,fraud_rate,avg_amount,fraud_rate_percent
"fraud_Cronin, Kshlerin and Weber",1711,2,0.0011689070718877848,53.48812390414962,0.11689070718877849
fraud_Carroll PLC,1706,2,0.0011723329425556857,54.54209847596718,0.11723329425556857
fraud_Fritsch and Sons,1699,2,0.0011771630370806356,52.508022366097705,0.11771630370806356
fraud_Graham and Sons,1693,2,0.0011813349084465446,54.62156526875369,0.11813349084465447
fraud_Roob-Okuneva,1690,2,0.001183431952662722,56.05492899408284,0.1183431952662722
"fraud_Hintz, Bauch and Smith",1673,2,0.001195457262402869,53.626258218768676,0.11954572624028689
"fraud_Wiza, Schaden and Stark",1663,2,0.0012026458208057728,58.254143114852674,0.12026458208057728
"fraud_Turcotte, Batz and Buckridge",1644,2,0.0012165450121654502,54.80183090024331,0.12165450121654502
fraud_Howe Ltd,1620,2,0.0012345679012345679,63.28312962962963,0.12345679012345678
fraud_McCullough LLC,1607,2,0.0012445550715619166,59.440678282514,0.12445550715619166
fraud_McGlynn-Jaskolski,1584,2,0.0012626262626262627,60.95096590909091,0.12626262626262627
"fraud_Boehm, Block and Jakubowski",1567,2,0.0012763241863433313,58.179119336311416,0.12763241863433314
fraud_Eichmann-Russel,1525,2,0.0013114754098360656,62.332308196721314,0.13114754098360656
"fraud_Tromp, Kerluke and Glover",940,2,0.002127659574468085,53.01423404255319,0.2127659574468085
fraud_Runolfsson and Sons,928,2,0.0021551724137931034,53.69616379310345,0.21551724137931033
fraud_Kutch Group,914,2,0.002188183807439825,52.50300875273523,0.2188183807439825
fraud_Skiles-Ankunding,912,2,0.0021929824561403508,54.515142543859646,0.21929824561403508
"fraud_Swaniawski, Bahringer and Ledner",910,2,0.002197802197802198,53.84324175824176,0.21978021978021978
fraud_Rowe-Vandervort,906,2,0.002207505518763797,53.12941501103753,0.22075055187637968
fraud_Rempel PLC,887,2,0.002254791431792559,54.10705749718151,0.2254791431792559
fraud_Cummings Group,880,2,0.0022727272727272726,53.18479545454546,0.22727272727272727
fraud_Trantow PLC,877,2,0.002280501710376283,52.90460661345496,0.22805017103762829
fraud_Corwin-Romaguera,875,2,0.002285714285714286,88.45971428571428,0.2285714285714286
fraud_Hyatt-Blick,845,2,0.002366863905325444,88.22997633136094,0.2366863905325444
"fraud_McLaughlin, Armstrong and Koepp",843,2,0.002372479240806643,97.79884934756822,0.2372479240806643
fraud_Leannon-Nikolaus,819,2,0.002442002442002442,118.64960927960928,0.2442002442002442
"fraud_Kunze, Larkin and Mayert",807,2,0.0024783147459727386,141.45333333333332,0.24783147459727387
"fraud_Kilback, Nitzsche and Leffler",805,2,0.002484472049689441,100.70049689440994,0.2484472049689441
fraud_Kris-Kertzmann,804,2,0.0024875621890547263,103.42905472636815,0.24875621890547264
fraud_Veum-Koelpin,802,2,0.0024937655860349127,114.0353740648379,0.24937655860349126
fraud_Goyette-Herzog,798,2,0.002506265664160401,106.28699248120301,0.2506265664160401
fraud_Treutel-King,775,2,0.0025806451612903226,87.62561290322581,0.25806451612903225
"fraud_Medhurst, Labadie and Gottlieb",759,2,0.002635046113306983,134.0266534914361,0.2635046113306983
fraud_Eichmann-Kilback,2554,1,0.00039154267815191856,59.61357478465153,0.03915426781519186
fraud_Beier and Sons,2473,1,0.0004043671653861706,58.39751718560453,0.040436716538617065
"fraud_Prosacco, Kreiger and Kovacek",2440,1,0.0004098360655737705,57.079725409836065,0.040983606557377046
fraud_Schmidt-Larkin,2381,1,0.00041999160016799666,56.991726165476685,0.041999160016799666
fraud_Berge-Hills,2284,1,0.00043782837127845885,55.441287215411556,0.043782837127845885
fraud_Lubowitz-Walter,2263,1,0.0004418912947414936,56.3546133451171,0.04418912947414936
fraud_Windler LLC,2197,1,0.0004551661356395084,58.92526172052799,0.04551661356395084
fraud_Bins-Tillman,1954,1,0.0005117707267144319,63.406770726714434,0.0511770726714432
"fraud_Schaefer, Fay and Hilll",1915,1,0.0005221932114882506,61.3733315926893,0.05221932114882506
fraud_Kuphal-Toy,1869,1,0.0005350454788657035,52.696436597110754,0.05350454788657035
fraud_Kihn-Fritsch,1864,1,0.000536480686695279,51.86690450643777,0.0536480686695279
"fraud_Lesch, D'Amore and Brown",1849,1,0.0005408328826392645,48.293126014061656,0.05408328826392645
fraud_Connelly PLC,1821,1,0.0005491488193300384,50.62112575507963,0.054914881933003847
fraud_Erdman-Schaden,1819,1,0.0005497526113249038,47.83684991753711,0.054975261132490384
fraud_Deckow-Dare,1805,1,0.000554016620498615,50.749623268698066,0.0554016620498615
"fraud_Hagenes, Kohler and Hoppe",1805,1,0.000554016620498615,50.083152354570636,0.0554016620498615
"fraud_Schumm, McLaughlin and Carter",1772,1,0.000564334085778781,50.166805869074494,0.0564334085778781
fraud_Fadel Inc,1761,1,0.0005678591709256105,53.80047132311187,0.05678591709256105
fraud_Rippin-VonRueden,1755,1,0.0005698005698005698,54.91867806267806,0.056980056980056974
fraud_Adams-Barrows,1746,1,0.000572737686139748,52.816139747995415,0.057273768613974804
fraud_Dietrich-Fadel,1744,1,0.0005733944954128441,53.888962155963306,0.05733944954128441
fraud_Kub-Heaney,1733,1,0.0005770340450086555,52.98762839007501,0.05770340450086555
"fraud_Mante, Luettgen and Hackett",1701,1,0.0005878894767783657,54.838741916519695,0.058788947677836566
fraud_Heller PLC,1699,1,0.0005885815185403178,55.33845203060624,0.05885815185403178
fraud_Fadel-Hilpert,1677,1,0.0005963029218843172,54.48834227787716,0.05963029218843172
fraud_Torphy-Kertzmann,1672,1,0.0005980861244019139,52.733696172248806,0.05980861244019139
fraud_Dach-Borer,966,1,0.0010351966873706005,53.046987577639754,0.10351966873706005
fraud_Kemmer-Reinger,945,1,0.0010582010582010583,55.14507936507936,0.10582010582010583
fraud_Morar Inc,912,1,0.0010964912280701754,54.40013157894737,0.10964912280701754
"fraud_Stokes, Christiansen and Sipes",911,1,0.0010976948408342481,53.93637760702525,0.10976948408342481
fraud_Smitham-Schiller,909,1,0.0011001100110011,54.198019801980195,0.11001100110011
fraud_Dicki Ltd,906,1,0.0011037527593818985,53.72491169977925,0.11037527593818984
"fraud_Harris, Gusikowski and Heaney",897,1,0.0011148272017837235,53.05670011148272,0.11148272017837235
fraud_Ortiz Group,897,1,0.0011148272017837235,51.785206243032334,0.11148272017837235
fraud_Hintz-Bruen,884,1,0.0011312217194570137,54.37935520361991,0.11312217194570137
fraud_Hills-Olson,880,1,0.0011363636363636363,53.27002272727273,0.11363636363636363
"fraud_Hartmann, Rowe and Hermann",850,1,0.001176470588235294,84.72944705882352,0.1176470588235294
fraud_Tillman LLC,836,1,0.0011961722488038277,135.53314593301437,0.11961722488038277
fraud_Bednar Inc,835,1,0.0011976047904191617,115.2120119760479,0.11976047904191617
"fraud_Kohler, Lindgren and Koelpin",834,1,0.001199040767386091,53.60241007194245,0.1199040767386091
fraud_Johnston-Casper,831,1,0.0012033694344163659,113.46817087845969,0.12033694344163659
fraud_Bahringer-Larson,829,1,0.0012062726176115801,53.35009650180941,0.12062726176115801
fraud_Thiel Ltd,829,1,0.0012062726176115801,94.66820265379977,0.12062726176115801
fraud_Lynch-Mohr,821,1,0.001218026796589525,112.84479902557857,0.12180267965895249
"fraud_Reichel, Bradtke and Blanda",812,1,0.0012315270935960591,129.39785714285713,0.12315270935960591
fraud_Turner LLC,812,1,0.0012315270935960591,103.54268472906405,0.12315270935960591
fraud_Hackett Group,803,1,0.0012453300124533001,133.1578206724782,0.12453300124533001
fraud_Jerde-Hermann,800,1,0.00125,99.98010000000001,0.125
fraud_Little-Gleichner,783,1,0.001277139208173691,163.04513409961686,0.1277139208173691
fraud_Gulgowski LLC,2513,0,0.0,58.3758217270195,0.0
"fraud_Parker, Nolan and Trantow",1984,0,0.0,60.788790322580645,0.0
fraud_McKenzie-Huels,1846,0,0.0,50.99697183098592,0.0
fraud_Osinski Inc,1821,0,0.0,48.80111477210324,0.0
fraud_Schroeder Group,1675,0,0.0,54.27615522388059,0.0
fraud_Paucek-Wiza,918,0,0.0,53.47790849673203,0.0
fraud_Wiegand-Lowe,898,0,0.0,53.814153674832966,0.0
fraud_Funk Group,883,0,0.0,53.626443941109855,0.0
fraud_Romaguera and Sons,838,0,0.0,78.9021599045346,0.0
"fraud_Schroeder, Wolff and Hermiston",825,0,0.0,95.88146666666667,0.0
"fraud_Larson, Quitzon and Spencer",821,0,0.0,108.28276492082827,0.0
"fraud_Hodkiewicz, Prohaska and Paucek",787,0,0.0,115.88141041931385,0.0
"fraud_Ritchie, Bradtke and Stiedemann",786,0,0.0,106.34033078880407,0.0
fraud_Reichert-Weissnat,753,0,0.0,124.67681274900399,0.0
